file,dimred_method,input_dim,target_dim,min_cluster_size,min_samples,n_neighbors,noise_mult,n_points,n_clusters_orig,n_noise_orig,ARI_orig,DBCV_orig,n_clusters_embedded,n_noise_embedded,ARI_embedded,DBCV_embedded_m,DBCV_embedded_e
01824_0nm_01823run_3d.txt,UMAP,3,2,30,30,0,0,9906,24,0,0.3478688637292081,-0.4972189910857184,31,266,0.4362832754356991,-0.5950382066136672,0.1145536539491993
01824_0nm_01823run_3d.txt,TriMap,3,2,30,30,0,0,9906,24,0,0.3478688637292081,-0.4972189910857184,40,1792,0.3752447985341038,-0.2063940168970935,0.3451989732130612
01824_0nm_01823run_3d.txt,PaCMAP,3,2,30,30,10,0,9906,24,0,0.3478688637292081,-0.4972189910857184,41,1360,0.3985061293558971,-0.387060567648148,0.4274755339541857
02643_0nm_02642run_3d.txt,tSNE,3,2,30,30,0,0,4724,15,0,0.2680342864199142,-0.5559153616459346,13,33,0.4624497281349972,-0.6285648281811755,0.2242407113551497
02643_0nm_02642run_3d.txt,UMAP,3,2,30,30,0,0,4724,15,0,0.2680342864199142,-0.5559153616459346,15,177,0.4363483444891912,-0.6085924188593185,0.3252331497376236
02643_0nm_02642run_3d.txt,TriMap,3,2,30,30,0,0,4724,15,0,0.2680342864199142,-0.5559153616459346,24,986,0.3830360269950229,-0.2458106547850876,0.384361454299318
02643_0nm_02642run_3d.txt,PaCMAP,3,2,30,30,10,0,4724,15,0,0.2680342864199142,-0.5559153616459346,14,547,0.3107367735008279,-0.4772849038229143,0.2777352991455428
00611_0nm_00610run_3d.txt,tSNE,3,2,30,30,0,0,10568,31,0,0.1210318730868658,-0.5413792702798287,28,299,0.4112727003106962,-0.616707202502812,0.2206360407000957
00611_0nm_00610run_3d.txt,UMAP,3,2,30,30,0,0,10568,31,0,0.1210318730868658,-0.5413792702798287,34,278,0.3943555160387809,-0.6590615506479766,0.3769453160192227
00611_0nm_00610run_3d.txt,TriMap,3,2,30,30,0,0,10568,31,0,0.1210318730868658,-0.5413792702798287,48,2680,0.2212257917771357,-0.123167797104439,0.2954078477008989
00611_0nm_00610run_3d.txt,PaCMAP,3,2,30,30,10,0,10568,31,0,0.1210318730868658,-0.5413792702798287,60,2250,0.2286577165397771,-0.2249038551301743,0.3553829593538694
00051_0nm_00050run_3d.txt,tSNE,3,2,30,30,0,0,5472,21,0,0.1227593963507445,-0.6746951859006838,19,276,0.4059322851365516,-0.5765684237126342,0.2333694507796196
00051_0nm_00050run_3d.txt,UMAP,3,2,30,30,0,0,5472,21,0,0.1227593963507445,-0.6746951859006838,38,752,0.2892744338686653,-0.302175823173464,0.4793766757373014
00051_0nm_00050run_3d.txt,TriMap,3,2,30,30,0,0,5472,21,0,0.1227593963507445,-0.6746951859006838,34,1754,0.1576977787776892,-0.051297460767612,0.3541449344396886
00051_0nm_00050run_3d.txt,PaCMAP,3,2,30,30,10,0,5472,21,0,0.1227593963507445,-0.6746951859006838,2,0,0.0675436947297334,-0.8154423383350176,0.307343809142871
00039_0nm_00038run_3d.txt,tSNE,3,2,30,30,0,0,7860,20,0,0.2316800301155847,-0.5912501768908491,27,184,0.5506673870745249,-0.4781215379207303,0.2590838010068217
00039_0nm_00038run_3d.txt,UMAP,3,2,30,30,0,0,7860,20,0,0.2316800301155847,-0.5912501768908491,26,117,0.6183583932874889,-0.5677169267455484,0.5353267879887764
00039_0nm_00038run_3d.txt,TriMap,3,2,30,30,0,0,7860,20,0,0.2316800301155847,-0.5912501768908491,38,1551,0.3360160150020109,-0.1282785510975251,0.2718473349415656
00039_0nm_00038run_3d.txt,PaCMAP,3,2,30,30,10,0,7860,20,0,0.2316800301155847,-0.5912501768908491,41,1086,0.4186838845852523,-0.2579239349000271,0.2790852948410132
00353_0nm_00352run_3d.txt,tSNE,3,2,30,30,0,0,8368,25,0,0.2363868463830706,-0.3416471579358919,18,38,0.4216691495535681,-0.6333117603469167,0.1707521877913644
00353_0nm_00352run_3d.txt,UMAP,3,2,30,30,0,0,8368,25,0,0.2363868463830706,-0.3416471579358919,31,332,0.357423250532249,-0.5036025361457981,0.2008032825991708
00353_0nm_00352run_3d.txt,TriMap,3,2,30,30,0,0,8368,25,0,0.2363868463830706,-0.3416471579358919,33,1709,0.2818094699959298,0.0244092619443478,0.3356639124400501
00353_0nm_00352run_3d.txt,PaCMAP,3,2,30,30,10,0,8368,25,0,0.2363868463830706,-0.3416471579358919,43,1514,0.3020634237522053,-0.1891782543613544,0.1168561434459995
02256_0nm_02255run_3d.txt,tSNE,3,2,30,30,0,0,5044,19,0,0.3029873424380627,-0.4032523248626688,8,23,0.5442363783912021,-0.4275356863380147,0.2883485185664639
02256_0nm_02255run_3d.txt,UMAP,3,2,30,30,0,0,5044,19,0,0.3029873424380627,-0.4032523248626688,27,540,0.4967517033623003,-0.2594919676362544,0.541547670096026
02256_0nm_02255run_3d.txt,TriMap,3,2,30,30,0,0,5044,19,0,0.3029873424380627,-0.4032523248626688,20,778,0.3598762823985187,0.0643008959529177,0.4409239770207213
02256_0nm_02255run_3d.txt,PaCMAP,3,2,30,30,10,0,5044,19,0,0.3029873424380627,-0.4032523248626688,5,0,0.1994813567562606,-0.5121415655137961,0.0648360939371523
02455_0nm_02454run_3d.txt,tSNE,3,2,30,30,0,0,12338,34,0,0.1579813078827189,-0.6497594146433104,17,19,0.2744464075150694,-0.7010202039050322,0.0871809175941918
02455_0nm_02454run_3d.txt,UMAP,3,2,30,30,0,0,12338,34,0,0.1579813078827189,-0.6497594146433104,51,838,0.4055330177517399,-0.3808987282645689,0.2593094526073801
02455_0nm_02454run_3d.txt,TriMap,3,2,30,30,0,0,12338,34,0,0.1579813078827189,-0.6497594146433104,66,3974,0.1200844371174113,-0.1416892499365657,0.3170073552203852
02455_0nm_02454run_3d.txt,PaCMAP,3,2,30,30,10,0,12338,34,0,0.1579813078827189,-0.6497594146433104,65,2411,0.238822317836564,-0.3429219139805836,0.2902884620028462
00392_0nm_00391run_3d.txt,tSNE,3,2,30,30,0,0,8672,28,0,0.2903215262062553,-0.3021636423943713,27,210,0.5672038768275177,-0.3877787255658356,0.3663365958240088
00392_0nm_00391run_3d.txt,UMAP,3,2,30,30,0,0,8672,28,0,0.2903215262062553,-0.3021636423943713,46,479,0.5201655121950817,-0.4168008051763941,0.5785149522572991
00392_0nm_00391run_3d.txt,TriMap,3,2,30,30,0,0,8672,28,0,0.2903215262062553,-0.3021636423943713,45,1968,0.3068799062561835,0.1062202093524923,0.4093424130876071
00392_0nm_00391run_3d.txt,PaCMAP,3,2,30,30,10,0,8672,28,0,0.2903215262062553,-0.3021636423943713,42,1048,0.486440336141808,-0.2553399830956037,0.3807199460200612
02606_0nm_02605run_3d.txt,tSNE,3,2,30,30,0,0,5494,13,0,0.4748998239449544,-0.326151561874331,11,0,0.5925806584000003,-0.4230765262919271,0.4560099999791644
02606_0nm_02605run_3d.txt,UMAP,3,2,30,30,0,0,5494,13,0,0.4748998239449544,-0.326151561874331,13,30,0.5467450144634305,-0.5662956137589583,0.6238687698171513
02606_0nm_02605run_3d.txt,TriMap,3,2,30,30,0,0,5494,13,0,0.4748998239449544,-0.326151561874331,15,405,0.4785448499593041,-0.1524292581360544,0.2363853822408547
02606_0nm_02605run_3d.txt,PaCMAP,3,2,30,30,10,0,5494,13,0,0.4748998239449544,-0.326151561874331,15,209,0.511460684484776,-0.2518220125945968,0.4548246710166533
00497_0nm_00496run_3d.txt,tSNE,3,2,30,30,0,0,7334,23,0,0.3239987912548041,-0.5479740455125804,19,13,0.4195203177690194,-0.6623526797152715,0.2541001204430425
00497_0nm_00496run_3d.txt,UMAP,3,2,30,30,0,0,7334,23,0,0.3239987912548041,-0.5479740455125804,24,239,0.3940204444514758,-0.6186747640475487,-0.0035066388860211
00497_0nm_00496run_3d.txt,TriMap,3,2,30,30,0,0,7334,23,0,0.3239987912548041,-0.5479740455125804,26,958,0.3594839650704633,-0.3834918333906839,0.2269128555105244
00497_0nm_00496run_3d.txt,PaCMAP,3,2,30,30,10,0,7334,23,0,0.3239987912548041,-0.5479740455125804,14,205,0.0775035124311875,-0.6766164721435077,0.0957387838245055
01734_0nm_01733run_3d.txt,tSNE,3,2,30,30,0,0,6774,21,0,0.2189676381338672,-0.4693463680853005,16,8,0.3593021180552828,-0.5820477206539089,0.0624212827934387
01734_0nm_01733run_3d.txt,UMAP,3,2,30,30,0,0,6774,21,0,0.2189676381338672,-0.4693463680853005,29,284,0.4778584729275382,-0.4975132126073682,0.3470080712624062
01734_0nm_01733run_3d.txt,TriMap,3,2,30,30,0,0,6774,21,0,0.2189676381338672,-0.4693463680853005,37,1728,0.2942204548522836,-0.0828278755967524,0.1902286954851293
01734_0nm_01733run_3d.txt,PaCMAP,3,2,30,30,10,0,6774,21,0,0.2189676381338672,-0.4693463680853005,20,603,0.1264428585496849,-0.3690700338867916,-0.2435350230554352
00025_0nm_00024run_3d.txt,tSNE,3,2,30,30,0,0,7952,22,0,0.1547273420622397,-0.5664987783328321,21,243,0.4293444019056789,-0.5157151976454336,0.185762621282066
00025_0nm_00024run_3d.txt,UMAP,3,2,30,30,0,0,7952,22,0,0.1547273420622397,-0.5664987783328321,13,38,0.4414209266383229,-0.6956475430919882,0.0741200696734057
00025_0nm_00024run_3d.txt,TriMap,3,2,30,30,0,0,7952,22,0,0.1547273420622397,-0.5664987783328321,27,1513,0.3515983906097877,-0.2828449552621242,0.1556590614259544
00025_0nm_00024run_3d.txt,PaCMAP,3,2,30,30,10,0,7952,22,0,0.1547273420622397,-0.5664987783328321,5,24,0.0944115465299872,-0.7597156513420764,-0.0229737687605793
00517_0nm_00516run_3d.txt,tSNE,3,2,30,30,0,0,12016,38,0,0.1215774924487724,-0.5092406612416335,23,127,0.2568207370763631,-0.6399355280684442,0.0300858554963455
00517_0nm_00516run_3d.txt,UMAP,3,2,30,30,0,0,12016,38,0,0.1215774924487724,-0.5092406612416335,76,2209,0.243885746105426,-0.1859704503843686,0.4041406962501135
00517_0nm_00516run_3d.txt,TriMap,3,2,30,30,0,0,12016,38,0,0.1215774924487724,-0.5092406612416335,37,2297,0.2187941724189295,-0.3534249498883753,0.1603623487357316
00517_0nm_00516run_3d.txt,PaCMAP,3,2,30,30,10,0,12016,38,0,0.1215774924487724,-0.5092406612416335,86,3735,0.1022916223112626,-0.0510169720396905,0.3497142456196956
